,review,date,stars,location,en
4467,"Morava samotná je zda v létě či na podzim úžasná příroda nás okouzlila množstvím hradů, zámků, zrucenin krásných přírodních útvarů a neposlední řadě milým a ochotným přístupem obyvatel kdybychom všichni byli takový k sobě.",před 5 lety,4 hvězdičky,Moravský kras,"Moravia itself is whether in the summer or autumn the amazing nature enchanted us with a number of castles, chateaux, skins of beautiful natural formations and last but not least, with a nice approach of the inhabitants if we were all together."
4468,Moc pěkná jeskyně. Na konci se můžete dostat lodí.,před 11 měsíci,5 hvězdiček,Moravský kras,Very nice cave.At the end you can get a boat.
4469,"Je těžké se tam dostat. Skalní mlýn doporučuji zadat do navigace hned, ale poslední vstup do jeskyní je v 16 hodin. Na internetu nejsou žádné informace o jeskyních, které jsou otevřené, jak se tam dostat atd.",před 3 lety,3 hvězdičky,Moravský kras,"It's hard to get there.I recommend entering the rock mill to navigate immediately, but the last entrance to the caves is at 4 pm.There is no information about caves that are open, how to get there, etc."
4470,Skvele na vylety i rekreaci a na prochazky ;-),před 6 lety,5 hvězdiček,Moravský kras,Greatly for trips and recreation and for walks ;-)
4471,"Nejsem příznivcem jeskyní, ale tahle byla moc pěkná. Navštívili jsme jeskyni punkva a stálo to za to (i přes poměrně drahou vstupenku). …",před 8 lety,4 hvězdičky,Moravský kras,"I am not a fan of caves, but this one was very nice.We visited the Punkva Cave and it was worth it (despite the relatively expensive ticket).…"
4472,"Krasná příroda. Bydlení v chatě Macocha přímo nad propasti bylo zážitkem. Apartmany velmi utulné a vybavené. Pohodlně postele. Vyborná strava. Propast, jeskyně a další zajímavosti jistě stojí za vidění. Příjemně trasy v okolí.",před 5 lety,5 hvězdiček,Moravský kras,"Beautiful nature.Living in the Macocha cottage directly above the abyss was an experience.Apartments very great and equipped.Beds comfortably.Understanding diet.The abyss, caves and other attractions are certainly worth seeing.Pleasant routes in the area."
4473,"Krásná krajina, nádherná cyklistická, pěší a horolezecká oblast.",před 5 lety,5 hvězdiček,Moravský kras,"Beautiful landscape, beautiful cycling, pedestrian and climbing area."
4474,"punkevní jeskyně, služby, průvodci, av neposlední řadě příroda jsou v dokonalé symbioze, toalety čisté, služby vstřícné, personal je profesionální, prospekty jsou alespoň ve 4 jazycích... fakt na vysoké úrovni.",před 6 lety,5 hvězdiček,Moravský kras,"Punkva caves, services, guides, but not least nature are in perfect symbiosis, clean toilets, helpful services, personal is professional, prospectus are at least 4 languages ​​... a high level."
4475,"Příroda je impozantní. Pohled je jasný. Exkurze v češtině. Jeskyně, rafting - fascinující. Na podzim je exkurze bezproblémová, v létě je potřeba se předem objednat.",před 5 lety,5 hvězdiček,Moravský kras,"Nature is impressive.The view is clear.Excursion in Czech.Cave, rafting - fascinating.In autumn the excursion is trouble -free, in the summer it is necessary to order in advance."
4476,"Pohádkové podzemní krajiny, jeskynní komplex blanenského krasu je opravdu něco výjimečného Ceny za vstup do každé jednotlivé jeskyně jsou poměrně nízké, po příjezdu do návštěvnického centra se téměř do všech dostanete bez pojíždění autem. Vysoce doporučeno.",před 8 lety,4 hvězdičky,Moravský kras,"Fairy -tale underground landscapes, cave complex of Blansko Karst is really something exceptional price for entry into each individual cave are relatively low, after arriving at the visitor center you can get to almost all without driving by car.Highly recommended."
4477,"Velmi cool místo! Nejprve musíte jít brzy ráno. Vlakem do města Blanska (z Prahy nebo Brna, 20 min jízdy z Brna). Dva - Pokud nejste autem - z Blanska jednou za hodinu (7.30 - 8.30 - 9.30 atd.!!!) jede autobus číslo 226, jízda trvá 10 minut a autobus stojí 10 Kč (za taxi zaplatíte 180 za jednu cestu). Jeďte směr Skalný Mlýn. K prohlídce jsou otevřeny 3 - 4 jeskyně, vstupenky lze zakoupit ihned po příjezdu do Mlýna (akceptujeme karty i hotovost). Tam si také můžete zaplatit jízdu lanovkou a vlakem do jeskyní (2,5 km). Navštívili jsme dvě - Punkva a Katerinskie. Přijeli jsme v 10 a odcházeli v 16. Krása na fotce se nedá přenést!!!",před 4 lety,5 hvězdiček,Moravský kras,"Very cool place!You must first go early in the morning.By train to Blansko (from Prague or Brno, 20 min driving from Brno).Two - if you are not by car - from Blansko once per hour (7.30 - 8.30 - 9.30, etc. !!!) The bus number 226 goes, the ride takes 10 minutes and the bus costs 10 CZK (for a taxi you pay 180 per trip).Go in the direction of Skalný Mlýn.3 - 4 caves are open for the tour, tickets can be purchased immediately after arrival in the mill (accepting cards and cash).There you can also pay by cable car and train to caves (2.5 km).We visited two - Punkva and Katerinskie.We arrived at 10 and left in 16. Beauty in the photo cannot be transferred !!!"
4478,"Super. Bohaté zkušenosti. Prohlídka s průvodcem je bohužel pouze v češtině. Cena vstupenky pro 2 dospělé a 3 děti je 720 Kč 40 Kč za focení Vláček + lanovka také 760 Kč. Takhle by měl počítat každý, kdo sem přijde. V jeskyni je zima. S sebou teplé oblečení. Užij si výlet!",před 4 lety,4 hvězdičky,Moravský kras,"Super.Large experience.Unfortunately, a guided tour is only in Czech.The price of the ticket for 2 adults and 3 children is 720 CZK 40 CZK for the train + cable car also 760 CZK.This is what anyone who comes here should count.There is cold in the cave.With you warm clothes.Enjoy the trip!"
4479,"Skvělé prohlídky jeskyní. Zajímavé formace. Projížďka lodí jeskyní je jedinečná. ""Propast"" je zajímavé vidět. Viděl jsem to v zimě, takže tam nebyly velké davy. Ale hádám, protože nebyla turistická sezóna, průvodci mluvili málo anglicky.",před 7 lety,4 hvězdičky,Moravský kras,"Great tours of caves.Interesting formations.The cave boat ride is unique.""The abyss"" is interesting to see.I saw it in winter, so there were no big crowds.But I guess, because there was no tourist season, the guides spoke little English."
4480,"Opravdová přírodní krása a pro milovníky pěších túr, které musí navštívit, měli jsme určité potíže s orientací v různých jeskyních autem, parkování na místě pro téměř všechny dostupné jeskyně",před 4 lety,4 hvězdičky,Moravský kras,"True natural beauty and for lovers of hikes that they have to visit, we had some problems with orientation in various caves, parking on the spot for almost all available caves"
4481,"Mám takový strach, ale proč proboha nebylo na cestě žádné vysvětlení? Nevím  Právě jsem vstoupil do Moravského krasu a šel. Měl jsem těžké časy, protože mi Google řekl, abych odstranil admov. (Připojit obrázky) Byl červenec, byla velká zima a byla to opravdu zvláštní cesta. Bylo to strašidelné.  Nechápu, proč jsem odešel. Nejsem si jistý, ale říká se, že moravský kras je pojem národního parku. Tak jsem zadal „@@San National Park“ a přestěhoval se.  Pokud hledáte hory a jeskyně, vyhledejte „skalní mlýn“ a vydejte se tam Jeďte vláčkem do jeskyně Na vrchol kaňonu můžete vyjet lanovkou.  Když si koupíte vlak i lanovku najednou, je to 180,-. Jako blázen jsem je koupil zvlášť a zaplatil 200 haha.  Je to opravdu úžasné, nemyslím si, že budu moci zapomenout na loď v jeskyni. Navštívil jsem v sobotu a bylo tam velmi málo Asiatů. Je to tak dobré, tak jděte dvakrát A je opravdu zima, takže si vezměte oblečení.",před 4 lety,5 hvězdiček,Moravský kras,"I'm so afraid, but why on earth was there no explanation on my way?I don't know I just joined the Moravian Karst and went.I had a hard time because Google told me to remove Admov.(Join the pictures) It was July, it was very cold and it was a really strange way.It was scary.I don't understand why I left.I'm not sure, but it is said that the Moravian Karst is the concept of a national park.So I entered ""@@no National Park"" and moved.If you are looking for mountains and caves, look for a ""rock mill"" and go there with a train to the cave to the top of the canyon can be driven through the cable car.When you buy a train and a cable car at once, it's 180,-.As a fool, I bought them separately and paid 200 haha.It's really amazing, I don't think I'll be able to forget the ship in the cave.I visited on Saturday and there were very few Asians.It's so good, so go twice and it's really cold, so take your clothes."
4482,"Nádherné místo, které musíte vidět, vyplatí se koupit si vstupenku předem, protože v sezóně je obtížné získat vstup do jeskyně 😉",před 7 měsíci,5 hvězdiček,Moravský kras,"A wonderful place you have to see, it pays to buy a ticket in advance, because in the season it is difficult to get entry into the cave 😉"
4483,"Moravský kras je největší soustava krasových jeskyní v Evropě Nádherné místo 30 km od hlavního města Moravy Ekologický vláček vás doveze ke vchodu do Punkevní jeskyně, kde se na exkurzi ponoříte do neobyčejného světa krápníků a stalagmity. Propast Macocha je úchvatná a na procházku podzemní řekou na lodi nikdy nezapomenete 🙂 Lanovka vás vyveze na vrchol hory, odkud se vám naskytnou úchvatné výhledy na tutéž propast Macocha, pouze nyní shora. V patře je restaurace, kde se můžete najíst a odpočinout si. Ostatní jeskyně jsou také otevřené k návštěvě, ale nestihli jsme to za jeden den)). Spousta dojmů, určitě doporučuji. 🙂",před rokem,5 hvězdiček,Moravský kras,"The Moravian Karst is the largest system of karst caves in Europe a beautiful place 30 km from the capital of Moravia the ecological train will take you to the entrance to the Punkva Cave, where you will immerse yourself in the extraordinary world of stalactites and stalagmites.Macocha's abyss is breathtaking and you will never forget the underground river on the boat 🙂 The cable car will take you to the top of the mountain, where you will have breathtaking views of the same abyss Macocha, only now.Upstairs is a restaurant where you can eat and relax.The other caves are also open to visit, but we missed it in one day)).Lots of impressions, I definitely recommend.🙂"
4484,"Okolí jeskyní je také velmi krásné. Okolní les je velký, krásný, čistý a udržovaný. U některých jeskyní je nutná rezervace předem, protože vstupenky již nelze zakoupit na místě. Jeskyně byla také pečlivě udržována. Jako nevýhodu bych uvedl velkou návštěvnost a to, že prohlídka byla dostupná pouze v češtině, ale dostali jsme anglický výpis s tím nejdůležitějším, co bylo řečeno.",před 5 lety,5 hvězdiček,Moravský kras,"The surroundings of the caves are also very beautiful.The surrounding forest is large, beautiful, clean and maintained.Some caves are required in advance, because tickets can no longer be purchased on the spot.The cave was also carefully maintained.As a disadvantage I would mention a great number of attendance and the fact that the tour was only available in Czech, but we got an English list with the most important thing that was said."
4485,"Velmi cool jeskyně. Navštívili jsme pouze Punkhvu. Ostatní byly zavřené. Velmi zajímavá exkurze. Je rozdělena na dvě části, pěší a pěší podél podzemní řeky. Obecně to trvá asi 20+20 minut. Vedeno v češtině. Ale ukrajinskému mluvčímu je vše jasné. Nevím, jestli je to možné, ale radím vám strávit více času u rokle a poté se připojit k vodní části. Doporučuji také projít se po stezce zdraví. Velmi krásný les.",před 4 lety,5 hvězdiček,Moravský kras,"Very cool cave.We only visited Punkhva.The others were closed.Very interesting excursion.It is divided into two parts, pedestrians and pedestrians along the underground river.In general, it takes about 20+20 minutes.Leaded in Czech.But everything is clear to the Ukrainian speaker.I do not know if it is possible, but I advise you to spend more time at the gorge and then join the water part.I also recommend walking along the Health Trail.Very beautiful forest."
4486,"Nejsem příznivcem jeskyní, ale tahle byla moc pěkná. Navštívili jsme jeskyni punkva a stálo to za to (i přes poměrně drahou vstupenku). Jízda lodí byla jedinečným zážitkem a na místě uprostřed prohlídky je úžasný výhled. Největší problém je, že prohlídka je pouze v češtině a my jsme měli k dispozici pouze tištěného průvodce.",před 8 lety,4 hvězdičky,Moravský kras,"I am not a fan of caves, but this one was very nice.We visited the Punkva Cave and it was worth it (despite the relatively expensive ticket).Boat ride was a unique experience and there is an amazing view in the middle of the tour.The biggest problem is that the tour is only in Czech and we only had a printed guide."
4487,Velmi okouzlující oblasti pro pěší turistiku.,před 5 lety,5 hvězdiček,Moravský kras,Very charming hiking area.
4488,Nejpůsobivější jeskyně. Bohaté na velké a působivé stalaktity. Plavba lodí je zážitkem sama o sobě. Rozhodně doporučuji. Místo na prohlídkách je vhodné rezervovat předem nebo přijet brzy ráno a užít si tu krásu,před 5 lety,5 hvězdiček,Moravský kras,The most impressive caves.Rich and impressive stalactites.Boat cruise is an experience in itself.I definitely recommend.A place on tours is advisable to book in advance or come early in the morning and enjoy the beauty
4489,"Krásná oblast Moravy, která je vhodná i pro krátké výlety do přírody i celodenní turistiku. Spousta pěkných jeskyní, zámků. Stojí určitě za vícedenní výlet.",před 6 lety,5 hvězdiček,Moravský kras,"Beautiful area of ​​Moravia, which is also suitable for short trips to nature and all -day hiking.Lots of nice caves, castles.It is definitely worth a multi -day trip."
4490,"Pokud chcete vidět, co příroda dokáže, musíte sem.",před 4 lety,5 hvězdiček,Moravský kras,"If you want to see what nature can do, you have to here."
4491,Skvělý. 5+ velkých jeskyní lze navštívit a stovky malých jeskyní lze individuálně prozkoumat – pokud je najdete. Také pěkné turistické stezky a cyklotrasy.,před 5 lety,5 hvězdiček,Moravský kras,Great.5+ large caves can be visited and hundreds of small caves can be examined individually - if you find them.Also nice hiking trails and cycling routes.
4492,"Jeskyně v této části České republiky jsou zvláštní. Velmi dobře uspořádaný a udržovaný, průvodce pro návštěvníky v několika jazycích (skupiny, které tyto jeskyně navštěvují, jsou sestaveny podle mluvené řeči těch, kteří sem přijdou. Trasy jsou přibližně hodinové a nedělají problémy ani starším lidem Věnujte pozornost změně pořadí průvodců, zejména oblečení, protože v nich je velká zima.",před 5 lety,5 hvězdiček,Moravský kras,"The caves in this part of the Czech Republic are special.Very well -arranged and maintained, guides for visitors in several languages ​​(groups that these caves are compiled according to spoken language of those who come here. The routes are approximately an hour and do not cause problems or older people pay attention to the change of guides, especially clothes,Because there is a great cold in them."
4493,"Nádherné, malebné místo! Spousta dojmů! Jeskyně Macocha nenechá nikoho lhostejným! Při plavání podél podzemní horské řeky se budete cítit jako objevitel něčeho nového a neznámého. Obecně je to celé dobrodružství! K jeskyním se dostanete tramvají nebo pěšky asi 10-15 minut.",před 9 lety,5 hvězdiček,Moravský kras,"Beautiful, picturesque place!Lots of impressions!Macocha caves leave no one indifferent!When swimming along the underground mountain river you will feel like the discoverer of something new and unknown.Generally it is the whole adventure!The caves can be reached by tram or on foot for about 10-15 minutes."
4494,Stihli jsme jen navštívit Punkvu s vodní částí a projít se po lese. Pěkná jeskyně. Prohlídka je pouze v češtině - to je mínus.,před 5 lety,4 hvězdičky,Moravský kras,We just managed to visit the puncture with the water part and walk through the forest.Nice cave.The tour is only in Czech - it is minus.
4495,"Podzemní říčka Punkva, která z jeskyně vytéká, vytváří mimořádnou atmosféru. Okouzlující je také krasový trychtýř (138m) Propast Macocha, kterou do jeskyně vstupuje sluneční světlo. Toto místo rozhodně doporučuji.",před 5 lety,5 hvězdiček,Moravský kras,"The underground river Punkva, which flows out of the cave, creates an extraordinary atmosphere.Also charming is the karst funnel (138m) The abyss of Macocha, which enters the cave by sunlight.I definitely recommend this place."
4496,"Opravdu těžké najít, když umíš jen anglicky, vzdali jsme to",před rokem,1 hvězdička,Moravský kras,"Really hard to find when you can only English, we gave up"
4497,"Krásné, bohatě zdobené jeskyně. Plný přírodních dekorací, s mnoha úrovněmi a místnostmi. Nezapomenutelné zážitky z jízdy na lodi po podzemní řece!",před 5 lety,5 hvězdiček,Moravský kras,"Beautiful, richly decorated caves.Full of natural decorations, with many levels and rooms.An unforgettable driving experience on the boat on the underground river!"
4498,"Místo je jedinečné. Obrovská přírodní rezervace. Veškeré vybavení pro pohodlí návštěv. 5 velkých jeskyní, ale je nepravděpodobné, že je budete moci vidět za den. Navštívili jsme ty největší - Punkevní jeskyně. Jeli jsme k propasti Matsokha. …",před 6 lety,5 hvězdiček,Moravský kras,"The place is unique.Huge nature reserve.All equipment for comfort of visits.5 big caves, but you can see them to see them in a day.We visited the biggest - Punkva Caves.We went to Matsokha's abyss.…"
4499,"Takový úžasný jeskynní komplex s jízdou podzemní říční lodí a neuvěřitelnou přírodní krásou. Je to rozhodně zážitek, který si můžete vychutnat, pokud máte rádi panenskou přírodu.",před 5 lety,5 hvězdiček,Moravský kras,Such an amazing cave complex with an underground river boat and incredible natural beauty.It is definitely an experience that you can enjoy if you like virgin nature.
4500,"Skvělé místo, krásné výhledy, všem doporučuji Kras navštívit. Doporučuji zakoupit vstupenky předem.",před rokem,5 hvězdiček,Moravský kras,"Great place, beautiful views, I recommend everyone to visit the karst.I recommend buying tickets in advance."
4501,"Moc se mi to líbilo, i když ne všichni navštívili. Pro milovníky nevybavených jeskyní, hledejte je poblíž) našli jsme pár kousek dál od Katerinova vedle silnice vlevo a vpravo",před 6 lety,5 hvězdiček,Moravský kras,"I really liked it, although not everyone visited.For lovers of undeveloped caves, look for them near)"
4502,Vyprávění průvodce je pouze v češtině.,před 9 měsíci,4 hvězdičky,Moravský kras,The story of the guide is only in Czech.
4503,"Jedno z nejlepších míst k návštěvě, pokud navštívíte Česko!",před rokem,5 hvězdiček,Moravský kras,One of the best places to visit if you visit the Czech Republic!
4504,Krásné okolí!,před rokem,5 hvězdiček,Moravský kras,Beautiful surroundings!
4505,Stojí za to vidět,před měsícem,5 hvězdiček,Moravský kras,Worth seeing
4506,"Skalní mlýn, vyhlídka dvou jeskyní, jednou z nich je Punkva, je snadno dosažitelný z Blanska (do kterého se zase snadno dostanete vlakem z Brna), přímo k památkám jezdí autobus.  Ujistěte se, že dorazíte na zastávku v Blansku před 10:58, protože to je poslední autobus do 3 hodin, který tam jede přímo.  Pokud přijedete později, můžete jet místním autobusem do Těchova a zbylých 2,5 km odtud dojít lesem. Zelené šipky ukazují vaši cestu.",před 4 lety,5 hvězdiček,Moravský kras,"The rock mill, the view of two caves, one of which is punkva, is easily reachable from Blansko (which is easy to reach by train from Brno), there is a bus.Make sure you arrive at the stop in Blansko before 10:58, because it is the last bus within 3 hours that goes there directly.If you arrive later, you can take the local bus to Těchov and the remaining 2.5 km away through the forest.Green arrows show your path."
4507,"Místo je jedinečné. Obrovská přírodní rezervace. Veškeré vybavení pro pohodlí návštěv. 5 velkých jeskyní, ale je nepravděpodobné, že je budete moci vidět za den. Navštívili jsme ty největší - Punkevní jeskyně. Jeli jsme k propasti Matsokha. Výhled je nádherný. A procházka po podzemní řece byla také radost. Jediná věc je, že je docela obtížné se tam dostat (cestovali jsme sami autobusem) a v sezóně je třeba rezervovat lístky měsíc předem.",před 6 lety,5 hvězdiček,Moravský kras,"The place is unique.Huge nature reserve.All equipment for comfort of visits.5 big caves, but you can see them to see them in a day.We visited the biggest - Punkva Caves.We went to Matsokha's abyss.The view is beautiful.And a walk along the underground river was also a joy.The only thing is that it is quite difficult to get there (we traveled by bus) and in the season you need to book tickets a month in advance."
4508,"Jeskyně a projížďky lodí v nich na mě udělaly velký dojem. Několik možností pro trasy v horách. Do jeskyní se dostanete vlakem, my jsme šli 20 minut pěšky.",před 4 lety,5 hvězdiček,Moravský kras,"The caves and boat rides made me a great impression on me.Several options for routes in the mountains.You can get to the caves by train, we walked 20 minutes on foot."
4509,"Velmi pěkná procházka. Jeskyně byla obrovská. Jízda lodí úžasná. Průvodce byl vtipný, ale mohl tam být anglický výklad. Všechno fantastické!",před 6 lety,5 hvězdiček,Moravský kras,"Very nice walk.The cave was huge.Boat ride amazing.The guide was funny, but there could be an English interpretation.Everything fantastic!"
4510,"V Moravském krasu je veřejnosti zpřístupněno 5 jeskyní. Nejméně oblíbený je Výpustek, protože slouží již několik desítek let k vojenským účelům. Zbývající jeskyně mají uvnitř úchvatné krasové jevy, které v Polsku nelze vidět. Vše je barevně nasvíceno a celkově se po betonových chodnících chodí pohodlně. Vstupenky lze zakoupit za chodu, kromě Punkevové jeskyně a propasti Macocha. Vstupenky je nutné zakoupit online mnoho dní předem. Když však přijedete ráno, nejsou s jejich nákupem žádné větší problémy. Dalším lákadlem jeskyně je možnost absolvování části trasy podél řeky pod skalami na elektrických člunech.",před 4 lety,5 hvězdiček,Moravský kras,"In the Moravian Karst, 5 caves are open to the public.The excess is the least popular because it has been serving military purposes for several decades.The remaining caves have breathtaking karst phenomena inside Poland.Everything is lit color and overall the concrete sidewalks walk comfortable.Tickets can be purchased while running, except for the Punkva Cave and Macocha's abyss.Tickets must be purchased online many days in advance.But when you arrive in the morning, there are no major problems with their purchase.Another attraction of the cave is the possibility of completing part of the route along the river below the rocks on electric boats."
4511,Velmi pěkné místo k procházkám a užívání si přírody!,před 5 lety,5 hvězdiček,Moravský kras,Very nice place to walk and enjoy nature!
4512,"Nachází se blízko. Polský komplex krasových jevů s jeskyněmi zpřístupněnými pro návštěvníky, plavbami po řekách v podzemí a působivými povrchovými ponory",před 6 lety,5 hvězdiček,Moravský kras,"Located close.Polish complex of karst phenomena with caves made available for visitors, river cruises in the underground and impressive surface dives"
4513,"Nádherné místo, profesionální obsluha, škoda, že tohle dobrodružství tak rychle končí👍💪🌞 pozor na zúžení na lodích, to platí pro lidi sedící na bocích - obejměte včas😁 S pozdravem Průvodce z Kowar 29.8.2020 (BT Sudety) Doporučuji …",před 3 lety,5 hvězdiček,Moravský kras,"Beautiful place, professional service, pity that this adventure ends so quickly💪🌞 watch out for narrowing on ships, this applies to people sitting on the sides - hug in time😁"
4514,"Náš výlet do jeskyní a krasu se mi moc líbil. Šli jsme dovnitř, což bylo také příjemné. Stojí to za půl dne zábavy.",před 4 lety,5 hvězdiček,Moravský kras,"I liked our trip to the caves and karst.We went in, which was also pleasant.It is worth half a day of fun."
4515,"Velmi působivé! Určitě byste měli navštívit a cestou ochutnat víno a pstruha v místní vesnici v kavárně, odkud odjíždí vlak do jeskyně.",před 5 lety,4 hvězdičky,Moravský kras,"Very impressive!Certainly you should visit and taste wine and trout in the local village in the café, where the train is leaving for the cave."
4516,"Doporučuji každému navštívit, plavba lodičkou po řece v Punkvě v jeskyni má nezaměnitelné kouzlo",před 4 lety,5 hvězdiček,Moravský kras,"I recommend to visit everyone, boat on the river in Punka in the cave has an unmistakable charm"
4517,"Vřele doporučuji, zejména Punkové jeskyně! Klidné túry a fascinující jeskyně. I když se doporučuje, abyste si Punkové jeskyně zarezervovali předem, měli jsme štěstí, že jsme dostali lístky, když jsme tam šli, ale ostatní jeskyně jsou také skvělé a doporučujeme je, pokud můžete získat Punkové jeskyně. z Brna je velmi snadné, z Brna jezdí různé vlaky přímo do Blanska a autobus z Blanska do Skalného Mýna.",před 4 lety,5 hvězdiček,Moravský kras,"I highly recommend, especially punk caves!Quiet hikes and fascinating caves.Although it is recommended that you book punk caves in advance, we were lucky that we got tickets when we went there, but the other caves are also great and we recommend them if you can get punk caves.It is very easy from Brno, from Brno there are various trains directly to Blansko and a bus from Blansko to Skalného."
4518,"Bod na mapě není správně vyznačen, je tam les!  zde se nachází opravdová soutěska s krásnými výhledy: Propast Macocha, 678 25 Blansko, Česká republika",před 6 lety,1 hvězdička,Moravský kras,"The point on the map is not correctly marked, there is a forest!There is a real gorge with beautiful views: Macocha's abyss, 678 25 Blansko, Czech Republic"
4519,"Skvělé místo, které stojí za to navštívit",před 6 lety,5 hvězdiček,Moravský kras,A great place worth visiting
4520,"Opravdu pěkné místo k návštěvě s rodinou. Jsou zde jeskyně, krasové soutěsky a hrady k návštěvě. V Moravském krasu jsou také zajímavé lezecké regiony, ale je potřeba další ochranné vybavení (kamarádi, kamery).",před 7 lety,4 hvězdičky,Moravský kras,"A really nice place to visit with your family.There are caves, karst gorges and castles to visit.There are also interesting climbing regions in the Moravian Karst, but other protective equipment (friends, cameras) is needed."
4521,"Je to prostě nádhera! Všechno - příroda, lidé, atrakce, lokality... Mnoho věcí, které zde můžete dělat, od návštěvy úžasných jeskyní (doporučuji Punkevni - pozor na rezervaci předem - a Balcarku, pokud nechcete navštívit všechny jeskyně v …",před 5 lety,5 hvězdiček,Moravský kras,"It's just beautiful!Everything - nature, people, attractions, locations ... Many things you can do here, from visiting amazing caves (I recommend Punkva - beware of reservation in advance - and Balcark, if you do not want to visit all caves in…"
4522,"Já a moje rodina jsme se rozhodli jít sem, ale neměli jsme ponětí, jak se tam vlastně dostat. Nastoupili jsme do auta a dali jsme si pokyny k tomuto místu, ale odvezlo nás to doprostřed ničeho. Rozhlíželi jsme se asi hodinu a snažili jsme …",před 4 lety,3 hvězdičky,Moravský kras,"Me and my family decided to come here, but we had no idea how to get there.We got into the car and put our instructions on this place, but it took us to the middle of nothing.We looked around for about an hour and tried…"
4523,"Bylo to tak úžasné místo. Tajné nebe! Pokud jedete z Brna, jeďte vlakem do Blanska a poté taxi. Celkem by to bylo kolem 10 liber. Autobusy nejezdí včas",před 6 lety,5 hvězdiček,Moravský kras,"It was such an amazing place.Secret heaven!If you are driving from Brno, take the train to Blansko and then a taxi.In total, it would be around £ 10.Buses do not run on time"
4524,"Velmi krásné jeskyně, projížďka lodí po podzemní řece je působivá, navíc můžete ochutnat česká vína, každý zná českou pivní scénu, ale je tam i víno!",před 5 lety,5 hvězdiček,Moravský kras,"Very beautiful caves, boat rides along the underground river is impressive, moreover, you can taste Czech wines, everyone knows the Czech beer scene, but there is also wine!"
4525,"Moravský kras je typická lávová a pololávová terénní oblast ve střední Evropě, je také velmi významným přírodním turistickým zdrojem v České republice, nachází se v Blansku, asi 20 kilometrů severně od Brna. ).",před 7 lety,3 hvězdičky,Moravský kras,"The Moravian Karst is a typical lava and half -terrain area in Central Europe, and is also a very important natural tourist source in the Czech Republic, located in Blansko, about 20 kilometers north of Brno.)."
4526,"Řada sem chodím na turistiku z každé strany, krásná příroda, spousta zajímavosti a čas na relax. Místy jako v jiné zemi.",před 7 lety,5 hvězdiček,Moravský kras,"I come here for hiking from every side, beautiful nature, lots of interesting things and time for relaxation.In places like in another country."
4527,"Velmi dobré výletní místo nedaleko Brna. Nezapomeňte si předem rezervovat vstupenky do jeskyně, o kterou máte zájem.",před 6 lety,5 hvězdiček,Moravský kras,Very good cruise place near Brno.Do not forget to book tickets to the cave you are interested in in advance.
4528,Rozsah a krása obsahu je prostě ohromující.,před 4 lety,5 hvězdiček,Moravský kras,The range and beauty of content is simply stunning.
4529,Zcela doporučeno!,před 5 lety,5 hvězdiček,Moravský kras,Quite recommended!
4530,"Nádherná krajina, rozvinutá turistická infrastruktura. Část nedotčené přírody nedaleko Brna.",před 5 lety,5 hvězdiček,Moravský kras,"Beautiful landscape, developed tourist infrastructure.Part of the untouched nature near Brno."
4531,"Krásné místo, ale NEDOPORUČUJI NA NÁVŠTĚVU S MALÝMI DĚTMI. Toto je místo pro zavěšení se zkušeným průvodcem a horolezeckým vybavením. Nedoporučuji tam chodit ve volné přírodě.",před 4 lety,3 hvězdičky,Moravský kras,"Beautiful place, but I do not recommend visiting small children.This is a place for hanging with an experienced guide and climbing equipment.I do not recommend going there in the wild."
4532,"Velmi krásné místo, vřele doporučuji navštívit. Před vstupem do jeskyní se ale nezapomeňte teple obléct, je tam opravdu chladno a vlhko.",před 4 lety,5 hvězdiček,Moravský kras,"Very beautiful place, I highly recommend visiting.Before entering the caves, however, do not forget to dress warmly, it is really cold and damp."
4533,Návštěva jeskyně trochu krátká a nepříliš zajímavá. Ale příjezd na toto místo je zázrak pro oči,před 4 lety,4 hvězdičky,Moravský kras,Visiting the cave a little short and not very interesting.But arrival at this place is a miracle for the eyes
4534,"Úžasné místo, doporučuji navštívit. Neuvěřitelná příroda.",před 9 měsíci,5 hvězdiček,Moravský kras,"Amazing place, I recommend visiting.Incredible nature."
4535,"Je to pěkné, ale je tu hodně turistů. Navštívili jsme v den deště, takže to nebylo špatné. Rozhodně stojí za návštěvu.",před 4 lety,3 hvězdičky,Moravský kras,"It's nice, but there are a lot of tourists.We visited the rain day, so it wasn't bad.It is definitely worth a visit."
4536,"Krásné prostředí, daleko od shonu města. Čistá, turistická infrastruktura velmi dobře rozvinutá. Doporučuji.",před 5 lety,5 hvězdiček,Moravský kras,"Beautiful environment, far from the hustle and bustle of the city.Clean, tourist infrastructure very well developed.I recommend."
4537,"Zadané umístění je chybné. Autobusem ze zastávky Blansko, aut. Svatý. směr Blansko, Skalní mlýn cca 10 min, autobus číslo 226.",před 3 lety,1 hvězdička,Moravský kras,"The specified location is wrong.Bus from the stop Blansko, aut.Holy.direction Blansko, rock mill about 10 min, bus number 226."
4538,"Hory, vzduch, voda a... Jeskyně!!",před 6 lety,5 hvězdiček,Moravský kras,"Mountains, air, water and ... cave !!"
4539,Jedno velké WOW. Doporučuji skvělou cyklistickou infrastrukturu. Krásné jeskyně. Moravská vinařská odhalení.,před 7 lety,5 hvězdiček,Moravský kras,One big wow.I recommend a great cycling infrastructure.Beautiful caves.Moravian wine -growing revelations.
